Method,Average FPS,Average Latency (ms)
DIS,64.6524294962755,15.738795043299438
Farneback,13.35332713083677,75.10527610778809
TVL1,0.36201345378841576,3612.0197772979736
DeepFlow,1.5792735654933705,635.0416839122772
DenseRLOF,2.1742988199859647,460.8249230818315
